VisitID,PropertyID,ClientID,AgentID,VisitDate
909,100,824,84,1/17/2025
910,966,425,52,2/1/2025
911,414,1134,85,5/5/2025
912,437,777,30,11/30/2024
913,916,879,89,9/1/2024
914,632,583,10,10/13/2024
915,639,53,49,5/16/2024
916,169,1192,85,2/22/2025
917,413,992,96,5/21/2024
918,896,1333,93,9/6/2024
919,737,1422,62,12/10/2024
920,867,1322,85,8/30/2024
921,164,246,76,8/13/2024
922,32,578,62,1/21/2025
923,151,583,57,11/3/2024
924,941,1104,70,6/11/2024
925,301,1440,9,10/31/2024
926,398,89,19,7/11/2024
927,516,1432,93,12/27/2024
928,398,1361,98,10/17/2024
929,304,699,47,6/17/2024
930,238,144,72,3/21/2025
931,459,828,85,5/25/2024
932,343,1029,30,6/14/2024
933,687,1272,45,6/20/2024
934,865,724,44,1/6/2025
935,209,1016,11,1/12/2025
936,440,386,25,6/12/2024
937,636,63,79,8/13/2024
938,354,71,68,10/19/2024
939,543,428,56,7/17/2024
940,446,311,40,10/27/2024
941,75,469,25,10/11/2024
942,532,799,10,6/3/2024
943,774,854,68,7/2/2024
944,819,996,3,7/8/2024
945,434,715,37,7/15/2024
946,194,136,54,2/4/2025
947,234,1049,69,2/8/2025
948,118,473,24,8/15/2024
949,533,870,40,10/11/2024
950,835,808,74,1/13/2025
951,363,1165,30,6/30/2024
952,498,1387,35,7/22/2024
953,221,1253,20,4/8/2025
954,138,116,53,8/14/2024
955,790,498,10,7/17/2024
956,353,1118,20,3/12/2025
957,120,1417,4,8/27/2024
958,158,599,69,3/7/2025
959,641,560,64,12/3/2024
960,22,1092,55,5/17/2024
961,836,395,75,1/11/2025
962,773,879,76,7/31/2024
963,14,151,9,5/8/2025
964,748,669,4,10/8/2024
965,868,441,26,9/4/2024
966,398,1008,33,4/15/2025
967,708,201,35,9/20/2024
968,246,717,58,1/2/2025
969,252,1086,79,7/28/2024
970,243,1480,47,7/15/2024
971,323,714,14,5/19/2024
972,832,617,97,10/10/2024
973,2,98,33,7/7/2024
974,440,545,79,8/15/2024
975,649,539,56,12/3/2024
976,111,1418,22,7/12/2024
977,91,1269,52,9/12/2024
978,556,555,4,4/25/2025
979,529,1407,78,6/26/2024
980,582,285,45,10/27/2024
981,873,912,100,4/4/2025
982,510,189,73,7/18/2024
983,955,983,17,5/17/2024
984,884,421,100,8/26/2024
985,849,729,39,10/1/2024
986,270,29,93,10/16/2024
987,637,176,8,3/8/2025
988,1000,290,99,1/28/2025
989,596,1202,47,4/26/2025
990,112,635,86,9/21/2024
991,983,100,96,4/2/2025
992,541,1220,5,3/13/2025
993,465,1194,68,12/23/2024
994,62,348,85,6/8/2024
995,33,80,8,2/21/2025
996,504,363,87,12/21/2024
997,447,1074,38,7/12/2024
998,63,1140,13,2/6/2025
999,495,412,31,4/30/2025
1000,578,940,90,5/24/2024
1001,618,1026,9,10/20/2024
1002,941,384,84,12/20/2024
1003,896,399,64,10/8/2024
1004,721,235,7,2/20/2025
1005,778,1035,39,3/13/2025
1006,692,846,46,1/26/2025
1007,240,727,44,3/21/2025
1008,93,1197,2,7/26/2024
1009,344,145,74,11/8/2024
1010,35,1155,38,2/16/2025
1011,612,538,26,5/23/2024
1012,789,49,75,10/16/2024
1013,2,428,26,2/27/2025
1014,518,680,2,2/24/2025
1015,686,947,61,8/23/2024
1016,793,938,54,1/15/2025
1017,695,264,76,4/19/2025
1018,562,278,25,11/28/2024
1019,486,353,2,11/29/2024
1020,599,38,97,2/26/2025
1021,657,489,69,2/8/2025
1022,750,1332,61,7/20/2024
1023,113,820,40,9/9/2024
1024,518,275,17,11/6/2024
1025,875,440,83,5/5/2025
1026,416,584,15,12/18/2024
1027,817,1166,97,4/27/2025
1028,704,1207,30,10/27/2024
1029,819,951,81,12/26/2024
1030,929,567,63,6/17/2024
1031,1000,21,33,11/17/2024
1032,704,1000,38,2/20/2025
1033,841,260,71,8/5/2024
1034,102,1064,5,4/9/2025
1035,482,386,37,5/14/2024
1036,133,859,61,7/31/2024
1037,109,1147,46,8/28/2024
1038,631,428,20,12/27/2024
1039,918,531,62,1/21/2025
1040,948,1187,6,4/1/2025
1041,106,961,68,9/29/2024
1042,110,366,54,2/2/2025
1043,769,600,99,7/23/2024
1044,2,1285,13,5/1/2025
1045,282,1068,6,9/25/2024
1046,681,234,30,1/4/2025
1047,742,845,69,4/3/2025
1048,192,467,41,12/10/2024
1049,601,1465,48,3/30/2025
1050,651,864,34,12/14/2024
1051,947,708,92,11/9/2024
1052,344,1286,70,10/22/2024
1053,602,154,12,2/7/2025
1054,605,1399,40,8/16/2024
1055,845,455,40,2/12/2025
1056,433,1475,63,2/19/2025
1057,376,595,97,8/25/2024
1058,560,1379,66,9/28/2024
1059,501,1470,53,8/2/2024
1060,877,937,53,7/21/2024
1061,28,504,61,1/8/2025
1062,82,1327,60,6/29/2024
1063,607,977,8,1/1/2025
1064,511,786,21,11/19/2024
1065,239,1107,85,3/17/2025
1066,372,1165,92,1/6/2025
1067,516,1193,19,12/13/2024
1068,653,1178,20,11/14/2024
1069,556,1160,48,4/1/2025
1070,761,844,70,5/28/2024
1071,451,775,54,8/2/2024
1072,743,906,34,1/22/2025
1073,688,307,28,3/15/2025
1074,772,398,86,5/12/2024
1075,793,663,98,5/14/2024
1076,749,1169,66,8/27/2024
1077,316,604,77,1/2/2025
1078,537,1493,77,7/10/2024
1079,321,72,57,6/20/2024
1080,154,1281,21,9/30/2024
1081,551,1318,68,3/10/2025
1082,603,1068,68,8/28/2024
1083,627,808,34,2/3/2025
1084,444,655,45,6/5/2024
1085,333,792,97,1/11/2025
1086,457,278,45,3/11/2025
1087,339,717,59,6/27/2024
1088,616,1034,16,1/8/2025
1089,416,1188,47,12/18/2024
1090,378,366,86,8/9/2024
1091,363,1400,51,6/28/2024
1092,295,837,30,5/3/2025
1093,821,741,87,10/9/2024
1094,445,77,50,3/12/2025
1095,490,1423,32,3/2/2025
1096,478,218,7,7/3/2024
1097,781,1118,49,10/2/2024
1098,294,128,57,6/28/2024
1099,713,260,51,12/26/2024
1100,572,852,40,5/22/2024
1101,499,727,64,1/17/2025
1102,201,607,13,11/9/2024
1103,366,554,54,4/10/2025
1104,653,217,31,12/3/2024
1105,527,1059,44,9/30/2024
1106,230,319,92,6/29/2024
1107,174,943,39,4/22/2025
1108,834,776,88,5/15/2024
1109,206,1032,8,6/2/2024
1110,641,908,93,1/22/2025
1111,622,62,80,2/17/2025
1112,6,900,69,10/6/2024
1113,922,1304,31,10/3/2024
1114,665,148,21,11/13/2024
1115,343,235,89,12/13/2024
1116,843,169,62,11/2/2024
1117,193,261,74,5/14/2024
1118,834,1331,76,1/20/2025
1119,344,654,14,1/4/2025
1120,423,1214,97,10/24/2024
1121,770,433,99,3/27/2025
1122,79,1131,64,10/4/2024
1123,220,547,51,2/8/2025
1124,511,621,61,3/6/2025
1125,458,1075,91,5/7/2025
1126,985,1118,77,12/7/2024
1127,321,318,68,12/16/2024
1128,785,984,10,8/23/2024
1129,752,1250,83,11/12/2024
1130,680,108,37,4/13/2025
1131,333,1481,41,1/4/2025
1132,765,175,36,9/18/2024
1133,406,1057,75,7/24/2024
1134,769,469,92,6/16/2024
1135,132,676,30,9/6/2024
1136,817,302,12,5/26/2024
1137,7,1098,7,10/22/2024
1138,745,428,58,1/9/2025
1139,882,410,17,10/15/2024
1140,353,66,47,12/12/2024
1141,419,1097,50,2/11/2025
1142,88,346,23,2/22/2025
1143,553,1123,24,7/17/2024
1144,411,345,77,10/12/2024
1145,999,1478,69,11/21/2024
1146,712,998,33,12/9/2024
1147,361,1119,9,7/15/2024
1148,985,108,84,11/5/2024
1149,563,343,90,11/12/2024
1150,837,1065,48,1/21/2025
1151,123,823,43,1/10/2025
1152,630,624,95,7/2/2024
1153,909,1164,81,9/4/2024
1154,779,299,4,5/3/2025
1155,115,179,7,1/12/2025
1156,529,804,88,4/24/2025
1157,165,356,21,7/25/2024
1158,180,664,99,4/10/2025
1159,101,1421,65,4/26/2025
1160,596,876,67,4/17/2025
1161,545,776,92,4/13/2025
1162,160,699,88,7/26/2024
1163,579,580,83,6/21/2024
1164,824,1229,35,7/9/2024
1165,713,464,6,6/15/2024
1166,982,363,39,4/28/2025
1167,87,787,85,10/23/2024
1168,141,1277,15,5/11/2024
1169,557,35,100,7/8/2024
1170,467,806,91,3/16/2025
1171,435,1468,35,6/9/2024
1172,913,1312,38,7/15/2024
1173,958,828,99,9/26/2024
1174,752,577,22,12/1/2024
1175,660,1337,69,7/13/2024
1176,263,261,24,9/23/2024
1177,669,424,94,11/1/2024
1178,750,1273,70,4/1/2025
1179,28,1379,71,5/10/2025
1180,572,1466,92,12/27/2024
1181,233,624,8,2/6/2025
1182,878,799,6,2/26/2025
1183,7,1250,92,12/4/2024
1184,206,390,75,3/12/2025
1185,202,897,38,10/15/2024
1186,830,472,21,3/16/2025
1187,47,942,5,5/5/2025
1188,799,652,34,2/13/2025
1189,30,1235,58,9/12/2024
1190,945,1170,21,6/15/2024
1191,5,1488,41,3/18/2025
1192,510,1235,69,3/22/2025
1193,741,851,44,6/22/2024
1194,327,95,33,2/2/2025
1195,45,1303,37,9/24/2024
1196,315,1271,44,8/1/2024
1197,824,668,39,6/11/2024
1198,195,222,72,9/15/2024
1199,897,1135,81,11/22/2024
1200,448,363,27,5/22/2024
1201,843,976,69,8/31/2024
1202,986,1443,54,9/12/2024
1203,491,732,26,5/1/2025
1204,938,444,62,8/22/2024
1205,960,868,52,8/25/2024
1206,607,547,33,5/18/2024
1207,702,540,69,1/5/2025
1208,336,1139,71,7/11/2024
1209,375,1456,93,8/24/2024
1210,897,303,68,3/3/2025
1211,723,1193,63,3/21/2025
1212,735,1097,61,12/7/2024
1213,245,739,94,5/15/2024
1214,592,1046,44,8/22/2024
1215,13,629,95,4/17/2025
1216,988,1071,21,4/19/2025
1217,533,199,69,12/7/2024
1218,119,1326,64,11/25/2024
1219,627,710,30,2/16/2025
1220,807,17,67,6/10/2024
1221,876,1322,12,6/30/2024
1222,445,463,29,8/31/2024
1223,920,1126,72,9/18/2024
1224,49,507,96,4/10/2025
1225,376,354,14,12/30/2024
1226,343,390,24,7/19/2024
1227,987,655,93,12/28/2024
1228,991,892,36,6/23/2024
1229,920,1374,59,10/9/2024
1230,315,235,27,8/24/2024
1231,204,649,9,7/21/2024
1232,330,524,9,1/31/2025
1233,830,1193,75,11/3/2024
1234,212,839,83,12/23/2024
1235,396,1292,54,10/11/2024
1236,383,417,65,7/20/2024
1237,774,1309,40,10/5/2024
1238,265,63,50,11/14/2024
1239,786,206,80,1/4/2025
1240,397,755,53,8/5/2024
1241,608,1278,93,12/10/2024
1242,367,1428,98,4/10/2025
1243,205,542,71,10/3/2024
1244,794,1270,45,3/20/2025
1245,374,729,23,5/23/2024
1246,141,161,84,10/22/2024
1247,699,356,36,8/11/2024
1248,875,712,78,4/24/2025
1249,670,1348,45,5/28/2024
1250,727,869,80,5/17/2024
1251,940,381,18,3/27/2025
1252,681,132,2,7/26/2024
1253,416,313,63,4/25/2025
1254,592,493,63,8/5/2024
1255,527,226,39,9/11/2024
1256,421,488,46,6/7/2024
1257,793,13,41,5/13/2024
1258,357,391,8,9/3/2024
1259,555,1386,86,12/31/2024
1260,720,784,87,10/6/2024
1261,770,627,73,7/28/2024
1262,52,517,2,3/20/2025
1263,750,819,53,8/3/2024
1264,676,23,28,1/10/2025
1265,777,1024,32,9/14/2024
1266,757,317,46,6/23/2024
1267,1,165,13,6/26/2024
1268,894,1053,14,7/17/2024
1269,502,48,61,5/16/2024
1270,251,1096,62,3/6/2025
1271,360,358,89,10/17/2024
1272,31,1395,14,1/16/2025
1273,652,1000,8,11/13/2024
1274,576,279,91,6/4/2024
1275,718,1396,11,1/22/2025
1276,978,1312,27,1/21/2025
1277,999,609,62,9/6/2024
1278,718,371,88,5/9/2025
1279,300,665,15,11/11/2024
1280,867,1481,69,12/5/2024
1281,342,702,44,3/21/2025
1282,348,1029,64,10/1/2024
1283,534,2,15,10/8/2024
1284,426,1290,63,5/6/2025
1285,993,1308,5,1/10/2025
1286,162,850,36,9/20/2024
1287,452,1417,1,5/10/2025
1288,579,55,40,2/6/2025
1289,668,934,90,1/6/2025
1290,671,1365,76,10/26/2024
1291,908,328,38,4/11/2025
1292,719,449,74,11/25/2024
1293,150,921,86,10/18/2024
1294,324,136,49,10/12/2024
1295,172,581,65,12/11/2024
1296,908,987,72,5/15/2024
1297,972,1415,87,7/4/2024
1298,506,194,60,9/6/2024
1299,193,1059,93,5/26/2024
1300,398,1265,70,12/4/2024
1301,810,692,2,7/9/2024
1302,103,679,63,1/14/2025
1303,333,486,9,8/7/2024
1304,15,582,73,8/9/2024
1305,542,381,59,7/24/2024
1306,602,403,85,8/10/2024
1307,898,319,24,9/11/2024
1308,135,762,91,6/14/2024
1309,450,839,64,11/29/2024
1310,500,721,27,10/8/2024
1311,861,1301,73,9/3/2024
1312,269,422,57,11/17/2024
1313,552,410,75,10/12/2024
1314,715,941,40,7/20/2024
1315,442,963,85,10/7/2024
1316,584,1112,34,11/9/2024
1317,395,591,28,6/9/2024
1318,466,303,39,2/11/2025
1319,734,936,97,5/14/2024
1320,618,1267,61,5/16/2024
1321,130,683,12,10/15/2024
1322,62,698,77,5/18/2024
1323,620,594,48,7/25/2024
1324,67,342,38,3/28/2025
1325,939,237,48,12/19/2024
1326,191,815,47,4/18/2025
1327,693,795,20,4/18/2025
1328,819,76,74,8/21/2024
1329,238,1484,47,2/15/2025
1330,891,557,15,11/21/2024
1331,385,189,87,5/27/2024
1332,74,142,91,8/18/2024
1333,529,942,65,6/24/2024
1334,113,81,66,5/10/2025
1335,346,932,26,3/11/2025
1336,36,435,87,1/16/2025
1337,887,228,92,12/15/2024
1338,517,896,60,7/15/2024
1339,417,199,85,2/18/2025
1340,171,677,25,2/7/2025
1341,769,3,88,4/28/2025
1342,446,487,89,4/21/2025
1343,667,19,99,10/24/2024
1344,786,416,79,5/14/2024
1345,533,637,38,7/6/2024
1346,518,396,38,2/7/2025
1347,323,1378,95,1/28/2025
1348,260,1208,63,12/29/2024
1349,126,1339,72,12/7/2024
1350,269,504,62,8/2/2024
1351,797,410,60,11/25/2024
1352,408,1129,13,3/7/2025
1353,965,159,89,6/28/2024
1354,583,1138,64,11/18/2024
1355,437,568,40,10/19/2024
1356,510,1383,19,12/19/2024
1357,182,186,66,9/6/2024
1358,86,987,32,10/2/2024
1359,620,620,76,3/18/2025
1360,349,1179,71,8/14/2024
1361,481,1360,70,6/5/2024
1362,283,944,87,5/12/2024
1363,950,281,37,4/29/2025
1364,958,312,61,9/4/2024
1365,575,1085,33,5/24/2024
1366,37,756,48,9/5/2024
1367,353,980,61,1/7/2025
1368,761,1063,31,9/3/2024
1369,876,184,85,3/26/2025
1370,727,1356,11,4/25/2025
1371,744,356,66,11/28/2024
1372,535,1171,29,11/28/2024
1373,447,90,44,12/21/2024
1374,86,247,72,2/3/2025
1375,868,1499,6,10/13/2024
1376,353,125,24,11/17/2024
1377,427,1364,87,3/3/2025
1378,56,1235,41,12/18/2024
1379,621,41,95,3/28/2025
1380,62,878,71,9/25/2024
1381,513,527,59,2/14/2025
1382,781,550,100,10/27/2024
1383,364,698,53,5/20/2024
1384,625,1463,70,12/14/2024
1385,194,1375,13,8/1/2024
1386,135,576,46,8/28/2024
1387,185,280,21,11/25/2024
1388,587,135,15,8/3/2024
1389,91,808,4,1/31/2025
1390,385,1324,99,5/22/2024
1391,172,10,47,5/12/2024
1392,297,1487,8,5/14/2024
1393,39,29,73,3/11/2025
1394,993,502,41,2/23/2025
1395,890,961,54,5/17/2024
1396,450,614,48,11/18/2024
1397,996,334,21,7/31/2024
1398,9,893,93,6/15/2024
1399,42,1011,84,11/10/2024
1400,925,615,77,10/17/2024
1401,726,1281,98,7/1/2024
1402,22,927,29,10/24/2024
1403,326,874,39,9/29/2024
1404,673,210,77,12/14/2024
1405,366,295,40,7/7/2024
1406,695,324,72,8/29/2024
1407,85,160,87,11/2/2024
1408,939,1318,44,2/9/2025
1409,750,629,35,8/18/2024
1410,145,953,74,9/30/2024
1411,861,976,24,7/16/2024
1412,806,1408,23,3/11/2025
1413,368,297,2,6/7/2024
1414,115,914,95,6/17/2024
1415,7,655,96,1/31/2025
1416,368,79,52,8/22/2024
1417,178,405,51,6/24/2024
1418,643,872,83,1/9/2025
1419,510,1328,40,9/27/2024
1420,990,516,96,5/23/2024
1421,855,580,1,10/20/2024
1422,206,860,58,9/15/2024
1423,329,427,41,7/9/2024
1424,824,369,34,3/11/2025
1425,404,410,10,4/19/2025
1426,623,871,26,8/1/2024
1427,318,942,19,6/23/2024
1428,372,1295,88,5/28/2024
1429,891,470,24,2/27/2025
1430,536,575,46,11/9/2024
1431,397,835,46,11/16/2024
1432,681,1345,27,8/13/2024
1433,23,985,77,9/23/2024
1434,677,80,66,3/23/2025
1435,371,598,68,5/7/2025
1436,667,939,2,7/13/2024
1437,585,1257,67,3/11/2025
1438,438,294,88,8/3/2024
1439,421,394,35,2/6/2025
1440,939,493,82,1/7/2025
1441,701,106,38,1/10/2025
1442,739,1105,36,3/29/2025
1443,538,44,44,2/12/2025
1444,563,972,4,8/10/2024
1445,112,30,94,12/17/2024
1446,822,905,28,6/11/2024
1447,328,607,88,6/15/2024
1448,845,7,29,9/2/2024
1449,304,808,12,7/21/2024
1450,800,966,68,2/16/2025
1451,819,354,66,3/22/2025
1452,566,280,16,2/7/2025
1453,663,1299,87,1/10/2025
1454,362,594,93,2/11/2025
1455,410,41,32,12/2/2024
1456,920,397,95,2/8/2025
1457,74,1437,71,12/31/2024
1458,649,967,5,2/5/2025
1459,899,452,21,11/25/2024
1460,62,182,40,8/29/2024
1461,898,587,6,5/2/2025
1462,376,135,64,11/28/2024
1463,173,88,95,3/29/2025
1464,101,1274,56,11/29/2024
1465,561,938,80,5/11/2024
1466,732,1458,65,9/28/2024
1467,21,510,33,6/14/2024
1468,830,1222,45,10/12/2024
1469,693,1408,8,9/21/2024
1470,214,302,54,11/9/2024
1471,66,411,83,4/21/2025
1472,187,1211,54,1/22/2025
1473,139,1309,68,7/4/2024
1474,971,1415,31,8/29/2024
1475,814,790,26,11/27/2024
1476,523,1012,91,10/24/2024
1477,481,1066,23,4/20/2025
1478,98,760,71,6/28/2024
1479,538,288,9,4/2/2025
1480,3,309,59,4/25/2025
1481,187,526,81,11/14/2024
1482,309,1026,92,6/10/2024
1483,365,1235,57,8/7/2024
1484,155,1480,16,10/15/2024
1485,967,684,39,4/14/2025
1486,762,729,49,2/6/2025
1487,740,168,29,6/22/2024
1488,651,963,23,8/20/2024
1489,617,253,60,1/4/2025
1490,686,898,31,4/18/2025
1491,855,1154,23,11/8/2024
1492,774,9,51,7/16/2024
1493,332,1326,37,10/22/2024
1494,676,287,71,6/19/2024
1495,447,1454,44,8/12/2024
1496,538,109,77,9/3/2024
1497,562,670,66,7/29/2024
1498,293,766,69,8/2/2024
1499,929,47,3,11/25/2024
1500,183,1072,52,12/19/2024
1501,306,18,34,6/15/2024
1502,133,193,57,4/12/2025
1503,913,835,92,10/19/2024
1504,317,943,54,9/27/2024
1505,405,1266,94,7/4/2024
1506,440,1216,66,1/11/2025
1507,980,950,10,8/5/2024
1508,263,1093,24,6/1/2024
1509,667,155,43,1/9/2025
1510,938,302,98,11/5/2024
1511,791,203,67,12/8/2024
1512,151,52,71,4/14/2025
1513,196,887,50,10/4/2024
1514,106,776,82,9/15/2024
1515,692,464,98,6/11/2024
1516,817,1252,93,5/11/2025
1517,213,197,25,9/15/2024
1518,825,1457,66,11/26/2024
1519,21,1486,26,12/30/2024
1520,369,1049,65,5/17/2024
1521,112,659,71,6/26/2024
1522,913,1453,93,9/27/2024
1523,305,1482,18,6/17/2024
1524,471,746,47,12/1/2024
1525,436,1050,10,8/11/2024
1526,286,1201,49,11/27/2024
1527,323,1247,7,2/11/2025
1528,353,678,85,4/24/2025
1529,397,292,25,9/24/2024
1530,210,155,43,12/14/2024
1531,989,344,38,1/23/2025
1532,753,440,28,3/12/2025
1533,344,1286,73,1/3/2025
1534,420,456,33,3/13/2025
1535,578,135,4,7/28/2024
1536,700,341,68,7/28/2024
1537,766,954,12,3/19/2025
1538,661,30,57,12/6/2024
1539,271,573,40,2/28/2025
1540,341,822,93,12/18/2024
1541,969,848,82,10/9/2024
1542,677,301,81,9/5/2024
1543,566,747,62,10/1/2024
1544,455,56,11,12/9/2024
1545,41,1342,89,12/4/2024
1546,547,558,34,12/3/2024
1547,716,849,84,8/19/2024
1548,706,47,61,2/18/2025
1549,380,778,98,3/28/2025
1550,580,185,66,9/7/2024
1551,577,538,27,1/13/2025
1552,31,1036,12,6/7/2024
1553,834,349,92,12/4/2024
1554,996,1321,54,11/17/2024
1555,804,573,65,8/24/2024
1556,452,1100,35,4/4/2025
1557,883,310,36,4/4/2025
1558,350,1450,84,5/25/2024
1559,726,1434,45,6/15/2024
1560,653,1359,83,12/24/2024
1561,524,1054,99,2/8/2025
1562,539,503,83,9/10/2024
1563,650,1429,69,4/17/2025
1564,488,630,95,6/30/2024
1565,501,1341,93,7/29/2024
1566,537,391,61,11/16/2024
1567,865,1195,40,4/15/2025
1568,29,1499,31,4/19/2025
1569,770,172,7,10/12/2024
1570,304,179,20,10/23/2024
1571,466,682,46,2/22/2025
1572,227,1015,84,11/6/2024
1573,230,113,99,2/12/2025
1574,676,105,76,7/3/2024
1575,975,1207,98,5/10/2025
1576,39,285,59,1/26/2025
1577,371,777,52,10/8/2024
1578,799,369,94,3/19/2025
1579,565,354,95,10/8/2024
1580,205,993,2,9/22/2024
1581,694,93,92,4/5/2025
1582,370,887,33,12/29/2024
1583,641,348,52,7/7/2024
1584,962,288,97,4/21/2025
1585,353,435,81,3/12/2025
1586,593,693,17,12/13/2024
1587,532,887,62,4/11/2025
1588,788,125,44,2/10/2025
1589,416,495,98,5/7/2025
1590,675,618,98,2/25/2025
1591,702,1074,76,11/18/2024
1592,525,941,1,7/24/2024
1593,44,1116,58,3/5/2025
1594,279,25,5,4/29/2025
1595,493,41,56,1/2/2025
1596,87,794,3,5/15/2024
1597,532,613,63,1/4/2025
1598,626,234,78,3/26/2025
1599,67,1384,74,12/10/2024
1600,745,354,35,10/20/2024
1601,957,408,20,6/22/2024
1602,846,1313,75,8/6/2024
1603,922,104,66,2/2/2025
1604,326,506,29,6/30/2024
1605,14,1178,47,12/4/2024
1606,299,562,100,9/23/2024
1607,848,1302,58,8/15/2024
1608,926,1040,88,8/5/2024
1609,445,598,65,7/19/2024
1610,115,1221,32,3/6/2025
1611,628,127,62,4/28/2025
1612,289,630,88,4/20/2025
1613,289,687,92,2/8/2025
1614,201,1244,64,7/26/2024
1615,824,952,1,11/25/2024
1616,677,98,61,9/29/2024
1617,17,1311,58,7/19/2024
1618,865,47,73,9/6/2024
1619,401,593,25,5/14/2024
1620,341,528,65,8/31/2024
1621,413,1156,65,3/15/2025
1622,927,747,57,11/9/2024
1623,928,246,53,9/29/2024
1624,223,395,75,5/11/2025
1625,372,341,82,9/26/2024
1626,553,380,57,3/10/2025
1627,206,633,6,1/16/2025
1628,953,187,63,7/13/2024
1629,696,364,19,1/25/2025
1630,86,293,19,5/14/2024
1631,733,738,25,5/23/2024
1632,211,636,77,11/7/2024
1633,832,230,86,5/19/2024
1634,715,803,31,7/5/2024
1635,845,276,15,4/29/2025
1636,256,269,37,11/23/2024
1637,858,683,1,8/27/2024
1638,955,1365,9,9/12/2024
1639,370,1332,35,9/13/2024
1640,82,1329,39,7/30/2024
1641,75,982,40,4/19/2025
1642,637,742,56,7/25/2024
1643,575,130,6,7/24/2024
1644,602,120,80,11/17/2024
1645,850,1297,1,7/22/2024
1646,899,923,22,6/19/2024
1647,619,1471,36,3/27/2025
1648,294,910,81,5/22/2024
1649,356,1012,37,6/15/2024
1650,311,234,14,8/10/2024
1651,241,417,31,6/11/2024
1652,935,153,71,7/7/2024
1653,802,744,24,4/16/2025
1654,933,114,61,10/27/2024
1655,579,17,33,10/18/2024
1656,150,1337,6,7/2/2024
1657,291,34,7,2/10/2025
1658,962,1153,12,6/22/2024
1659,700,717,12,7/9/2024
1660,804,1135,73,12/8/2024
1661,917,404,49,6/28/2024
1662,782,949,64,10/26/2024
1663,307,1076,38,3/11/2025
1664,256,960,89,10/17/2024
1665,347,1336,100,7/6/2024
1666,34,383,31,12/12/2024
1667,924,1301,8,9/4/2024
1668,638,1480,98,1/24/2025
1669,79,53,37,4/22/2025
1670,696,1103,40,5/11/2025
1671,424,860,48,4/22/2025
1672,395,652,7,11/9/2024
1673,837,1345,46,12/30/2024
1674,737,41,58,1/31/2025
1675,676,1003,5,6/5/2024
1676,468,386,36,7/22/2024
1677,565,404,96,6/9/2024
1678,294,1298,3,1/6/2025
1679,461,229,92,1/28/2025
1680,576,1178,3,7/12/2024
1681,566,1475,65,2/11/2025
1682,154,520,97,9/16/2024
1683,469,569,32,7/12/2024
1684,885,90,21,11/12/2024
1685,805,1,96,7/15/2024
1686,892,915,49,5/28/2024
1687,864,734,24,3/14/2025
1688,536,1116,84,2/20/2025
1689,238,1183,22,6/29/2024
1690,240,1176,15,4/5/2025
1691,420,575,2,7/10/2024
1692,68,849,57,12/20/2024
1693,233,1486,25,6/29/2024
1694,524,1371,16,3/9/2025
1695,924,1081,31,5/7/2025
1696,879,458,18,8/2/2024
1697,245,1058,12,6/5/2024
1698,418,277,5,7/31/2024
1699,687,895,97,8/24/2024
1700,828,1440,7,7/22/2024
1701,180,1093,52,12/8/2024
1702,617,796,8,4/30/2025
1703,167,418,19,4/27/2025
1704,693,496,58,7/13/2024
1705,513,907,10,3/28/2025
1706,63,201,22,7/12/2024
1707,559,1491,35,12/28/2024
1708,784,554,51,11/22/2024
1709,224,326,60,12/4/2024
1710,616,541,95,12/30/2024
1711,438,1379,83,7/15/2024
1712,98,253,9,9/4/2024
1713,853,1086,94,6/19/2024
1714,861,945,54,6/21/2024
1715,717,681,27,12/29/2024
1716,247,256,93,10/27/2024
1717,644,1322,23,3/3/2025
1718,750,1339,62,2/13/2025
1719,8,956,87,1/23/2025
1720,969,1330,22,2/27/2025
1721,601,1186,37,11/1/2024
1722,405,608,31,11/2/2024
1723,881,896,34,6/15/2024
1724,378,265,88,1/26/2025
1725,325,845,44,10/31/2024
1726,622,601,44,11/3/2024
1727,989,1155,36,11/10/2024
1728,86,523,17,6/16/2024
1729,239,242,34,3/7/2025
1730,681,686,51,8/16/2024
1731,257,939,84,10/26/2024
1732,204,325,49,4/3/2025
1733,60,865,67,9/18/2024
1734,936,773,23,2/20/2025
1735,446,205,14,7/17/2024
1736,211,333,25,7/12/2024
1737,442,59,46,4/3/2025
1738,617,660,80,6/29/2024
1739,266,908,33,5/10/2025
1740,714,585,42,1/1/2025
1741,743,1416,10,5/31/2024
1742,962,994,86,8/26/2024
1743,591,20,98,5/21/2024
1744,118,888,100,12/7/2024
1745,11,1303,56,9/16/2024
1746,461,664,62,7/30/2024
1747,534,272,44,1/17/2025
1748,521,1479,1,12/12/2024
1749,37,466,27,12/27/2024
1750,736,936,41,4/4/2025
1751,849,283,82,1/6/2025
1752,217,553,24,11/17/2024
1753,930,262,6,6/12/2024
1754,304,223,7,9/19/2024
1755,675,52,76,8/22/2024
1756,295,693,4,2/11/2025
1757,190,1389,27,4/29/2025
1758,822,1267,58,1/26/2025
1759,342,178,57,12/19/2024
1760,458,801,76,10/14/2024
1761,296,38,57,11/25/2024
1762,578,25,6,2/15/2025
1763,475,1147,54,2/14/2025
1764,337,924,33,6/23/2024
1765,295,214,90,5/8/2025
1766,989,1435,4,12/16/2024
1767,198,1333,64,12/20/2024
1768,273,467,18,3/18/2025
1769,110,1059,96,11/15/2024
1770,343,821,8,8/4/2024
